"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1_sim","res_2_sim","dem_1_sim","dem_2_sim","dem_3_sim"
3362,NA,NA,NA,1,2,NA,10,1,2
3363,2,1,1,2,2,7,42,1,NA
3364,2,NA,1,2,2,3,NA,1,NA
3365,2,2,1,NA,2,NA,60,NA,2
3366,NA,NA,1,NA,NA,NA,NA,4,1
3367,1,2,1,NA,3,2,67,NA,NA
3368,1,NA,1,2,2,15,NA,1,NA
3369,NA,NA,1,1,NA,14,16,NA,2
3370,2,1,1,NA,3,NA,NA,NA,2
3371,2,1,1,NA,NA,6,NA,NA,2
3372,NA,1,NA,1,1,1,NA,1,NA
3373,2,1,1,2,NA,14,NA,1,2
3374,NA,NA,1,1,NA,13,NA,1,2
3375,1,1,1,1,2,9,75,NA,2
3376,2,NA,NA,1,NA,3,14,1,NA
3377,1,NA,1,NA,NA,16,11,NA,NA
3378,1,NA,2,1,NA,NA,31,1,NA
3379,2,2,NA,2,2,5,46,NA,NA
3380,NA,NA,2,NA,NA,NA,11,1,NA
3381,2,1,1,NA,NA,NA,NA,NA,NA
3382,NA,1,1,1,1,NA,NA,1,NA
3383,NA,NA,1,1,1,15,50,1,NA
3384,2,NA,NA,NA,NA,3,61,NA,2
3385,NA,NA,1,2,2,1,14,NA,NA
3386,1,1,1,NA,NA,NA,46,NA,2
3387,NA,1,NA,NA,NA,11,NA,NA,2
3388,2,1,NA,NA,NA,NA,NA,1,2
3389,1,1,NA,NA,NA,2,55,3,2
3390,1,NA,1,NA,NA,4,73,NA,2
3391,2,1,1,2,1,NA,NA,1,2
3392,1,NA,NA,NA,1,NA,16,2,NA
3393,2,1,1,2,2,8,NA,NA,2
3394,1,NA,1,NA,NA,NA,34,1,2
3395,2,NA,NA,1,NA,5,NA,2,NA
3396,2,1,1,NA,NA,12,87,1,2
3397,NA,NA,1,2,2,NA,NA,1,NA
3398,1,1,1,NA,NA,3,61,NA,NA
3399,NA,1,1,2,3,12,57,1,NA
3400,2,NA,1,NA,3,9,NA,1,NA
3401,2,1,NA,NA,2,NA,NA,1,2
3402,NA,NA,1,2,3,1,NA,1,2
3403,NA,1,1,NA,NA,6,16,1,2
3404,2,1,1,1,NA,NA,NA,NA,NA
3405,2,NA,1,1,NA,6,1,1,NA
3406,1,1,NA,1,NA,7,NA,3,NA
3407,NA,1,1,2,2,6,NA,NA,NA
3408,2,1,NA,2,NA,12,NA,1,NA
3409,2,1,1,1,NA,13,88,1,2
3410,NA,NA,NA,1,NA,2,NA,NA,2
3411,NA,1,NA,NA,2,NA,75,NA,2
3412,2,NA,1,1,3,NA,78,NA,NA
3413,2,1,1,NA,2,10,NA,NA,NA
3414,NA,1,NA,2,1,NA,15,1,2
3415,1,NA,1,NA,NA,15,3,1,NA
3416,2,NA,1,1,2,NA,NA,1,2
3417,NA,2,NA,1,NA,5,NA,1,NA
3418,2,NA,NA,NA,2,NA,56,3,NA
3419,1,1,1,NA,2,1,55,2,2
3420,1,NA,1,NA,NA,4,NA,NA,2
3421,NA,2,NA,2,NA,NA,11,2,NA
3422,NA,1,1,2,NA,3,1,NA,NA
3423,2,NA,1,1,2,NA,74,4,2
3424,NA,1,1,1,NA,3,NA,NA,2
3425,NA,2,NA,NA,1,NA,77,1,NA
3426,2,1,NA,1,NA,NA,NA,3,NA
3427,NA,1,1,2,3,15,27,1,2
3428,1,NA,NA,NA,NA,NA,83,1,2
3429,NA,1,1,1,NA,11,20,1,2
3430,1,1,1,NA,3,16,61,3,2
3431,2,NA,1,NA,3,6,55,3,2
3432,NA,NA,1,NA,2,8,53,1,2
3433,NA,2,NA,NA,2,13,NA,NA,2
3434,2,1,1,NA,NA,NA,81,1,2
3435,NA,2,NA,2,2,10,NA,NA,2
3436,1,1,1,NA,NA,6,54,NA,2
3437,1,2,1,1,3,11,NA,1,2
3438,2,1,1,2,1,NA,NA,1,NA
3439,1,NA,1,1,3,14,NA,NA,2
3440,NA,1,1,NA,2,16,55,1,2
3441,2,1,NA,1,2,NA,NA,NA,NA
3442,2,1,1,NA,2,5,NA,1,NA
3443,NA,2,1,NA,NA,NA,NA,3,1
3444,2,1,NA,2,NA,NA,NA,1,NA
3445,NA,1,1,2,2,11,NA,NA,NA
3446,NA,1,NA,NA,2,NA,NA,1,NA
3447,1,1,1,NA,1,4,40,1,2
3448,1,1,NA,NA,NA,2,NA,1,2
3449,1,NA,1,2,2,6,NA,NA,2
3450,2,NA,1,2,2,4,22,NA,NA
3451,NA,NA,1,NA,NA,10,NA,NA,2
3452,NA,1,NA,NA,NA,NA,7,NA,NA
3453,1,2,1,2,1,2,88,1,2
3454,NA,1,NA,NA,1,13,65,NA,1
3455,2,1,1,NA,1,NA,75,2,2
3456,1,1,NA,NA,3,12,NA,1,2
3457,NA,1,NA,NA,1,NA,NA,2,2
3458,NA,NA,1,NA,2,12,NA,NA,2
3459,1,1,1,2,2,7,NA,1,2
3460,NA,1,1,NA,NA,16,21,NA,2
3461,2,NA,NA,2,2,9,NA,1,2
3462,1,NA,NA,2,2,10,NA,NA,NA
3463,NA,NA,1,1,2,NA,2,1,2
3464,2,NA,1,2,2,6,NA,2,NA
3465,NA,1,1,NA,2,NA,65,4,NA
3466,2,2,NA,NA,3,NA,54,3,NA
3467,1,NA,1,1,NA,4,11,1,1
3468,NA,NA,1,2,NA,14,NA,1,NA
3469,1,NA,1,NA,NA,7,56,NA,NA
3470,1,1,NA,NA,2,1,7,NA,2
3471,2,NA,1,2,NA,12,NA,1,2
3472,NA,1,NA,2,2,15,2,1,NA
3473,2,1,2,2,2,4,NA,NA,2
3474,NA,1,1,1,NA,8,70,3,NA
3475,NA,1,1,2,NA,NA,67,NA,2
3476,2,1,1,1,2,6,NA,1,2
3477,2,1,1,NA,2,11,42,NA,2
3478,NA,1,NA,2,2,7,36,4,NA
3479,NA,1,NA,NA,NA,12,NA,2,NA
3480,NA,NA,1,1,2,12,78,1,NA
3481,NA,NA,1,NA,NA,1,17,NA,2
3482,2,1,NA,NA,NA,5,48,3,NA
3483,1,1,1,NA,NA,3,7,NA,2
3484,2,NA,1,2,2,14,41,NA,NA
3485,NA,1,1,1,1,NA,NA,1,NA
3486,NA,1,NA,NA,2,7,NA,NA,2
3487,2,NA,NA,NA,NA,15,28,1,NA
3488,1,1,1,NA,NA,NA,64,1,NA
3489,2,NA,NA,NA,NA,NA,40,1,2
3490,1,1,NA,NA,1,7,63,NA,2
3491,NA,1,1,1,NA,8,NA,1,2
3492,NA,NA,1,NA,NA,16,20,1,NA
3493,NA,NA,1,NA,2,NA,10,NA,2
3494,NA,NA,1,1,2,10,NA,1,2
3495,2,NA,1,1,1,NA,NA,2,2
3496,1,NA,1,2,2,NA,NA,2,NA
3497,2,1,NA,2,3,1,17,3,2
3498,NA,1,NA,1,NA,10,NA,1,2
3499,2,2,1,1,2,1,NA,1,2
3500,2,1,1,1,3,NA,11,NA,2
3501,1,1,1,NA,2,13,38,1,2
3502,NA,2,1,1,NA,NA,4,NA,2
3503,NA,1,1,1,2,4,NA,NA,NA
3504,2,1,1,1,NA,13,90,1,2
3505,2,NA,1,2,3,NA,31,1,2
3506,NA,1,NA,NA,1,NA,56,2,2
3507,1,NA,1,2,NA,16,NA,3,2
3508,1,1,1,2,3,15,89,1,NA
3509,1,1,NA,1,NA,11,NA,NA,2
3510,1,NA,1,NA,3,NA,NA,NA,2
3511,NA,1,1,NA,3,5,13,NA,NA
3512,NA,1,1,2,1,2,NA,NA,NA
3513,2,1,NA,1,1,NA,NA,NA,2
3514,1,NA,1,1,1,14,NA,1,NA
3515,NA,1,1,2,NA,NA,NA,1,2
3516,2,NA,1,NA,NA,7,NA,1,NA
3517,NA,2,NA,NA,NA,4,75,NA,2
3518,2,1,NA,1,3,12,NA,NA,1
3519,1,NA,NA,NA,NA,14,NA,NA,2
3520,1,1,1,NA,NA,5,NA,3,NA
3521,1,1,1,NA,2,NA,NA,NA,NA
3522,NA,NA,NA,2,2,16,34,1,NA
3523,2,NA,1,NA,NA,7,NA,3,2
3524,2,2,NA,1,2,NA,NA,1,2
3525,2,NA,2,NA,NA,16,35,1,2
3526,NA,NA,NA,1,3,NA,65,NA,2
3527,NA,NA,1,1,2,NA,NA,NA,2
3528,NA,1,1,2,2,1,2,1,NA
3529,2,NA,1,2,3,NA,20,1,2
3530,NA,1,NA,NA,NA,NA,NA,NA,2
3531,2,1,NA,2,3,NA,25,1,2
3532,1,1,1,NA,2,12,44,NA,NA
3533,2,NA,1,NA,1,NA,NA,1,NA
3534,NA,NA,1,NA,NA,11,43,NA,2
3535,1,1,1,2,2,NA,51,1,NA
3536,1,NA,1,1,3,NA,26,1,2
3537,2,NA,NA,2,2,3,33,2,2
3538,2,NA,NA,1,1,NA,NA,1,2
3539,2,2,1,2,2,11,7,1,NA
3540,1,1,1,1,NA,NA,5,NA,2
3541,NA,2,NA,1,2,NA,NA,NA,NA
3542,NA,NA,NA,2,2,7,NA,3,2
3543,2,NA,1,NA,2,14,NA,3,2
3544,1,NA,NA,NA,2,7,63,2,1
3545,1,1,NA,2,1,NA,NA,1,NA
3546,1,NA,1,NA,1,NA,71,NA,NA
3547,NA,1,1,1,NA,7,2,NA,2
3548,1,NA,2,NA,2,14,NA,1,2
3549,1,1,NA,1,NA,14,83,1,NA
3550,1,NA,1,NA,NA,NA,0,NA,NA
3551,NA,NA,1,NA,1,8,NA,1,NA
3552,1,NA,1,NA,1,3,87,NA,2
3553,2,1,1,2,3,NA,55,3,2
3554,NA,1,1,1,NA,NA,26,1,2
3555,NA,1,NA,1,NA,NA,NA,2,NA
3556,2,1,NA,2,NA,16,7,NA,2
3557,1,NA,1,NA,NA,NA,NA,4,2
3558,NA,1,NA,NA,2,11,84,4,2
3559,2,2,NA,1,1,8,49,NA,2
3560,NA,1,NA,1,3,NA,51,1,2
3561,NA,NA,1,NA,NA,NA,53,1,2
3562,NA,1,NA,2,NA,12,54,3,NA
3563,NA,NA,1,NA,2,8,NA,1,2
3564,NA,1,1,1,1,6,43,NA,NA
3565,1,1,NA,1,NA,NA,NA,3,NA
3566,NA,1,1,1,2,1,65,1,2
3567,2,1,1,1,NA,3,NA,2,NA
3568,NA,1,1,NA,NA,NA,NA,1,NA
3569,1,1,NA,2,1,8,NA,1,2
3570,NA,1,1,2,3,5,NA,1,2
3571,NA,NA,NA,2,NA,NA,53,1,2
3572,2,1,NA,1,3,16,22,3,NA
3573,NA,NA,1,1,NA,NA,30,2,2
3574,1,1,1,1,NA,7,26,2,2
3575,1,NA,NA,1,1,6,NA,NA,2
3576,2,2,1,1,NA,NA,75,1,NA
3577,1,1,1,2,2,15,27,NA,NA
3578,NA,1,NA,NA,NA,8,NA,NA,2
3579,NA,1,1,1,NA,NA,2,NA,2
3580,1,1,1,1,2,8,NA,3,2
3581,NA,2,1,2,3,NA,NA,3,NA
3582,NA,1,NA,1,NA,7,16,1,NA
3583,NA,1,2,2,2,16,NA,1,2
3584,2,1,NA,2,2,15,NA,1,2
3585,NA,1,NA,2,3,NA,90,1,2
3586,1,1,NA,2,2,15,NA,NA,2
3587,2,1,NA,NA,2,NA,52,1,2
3588,1,NA,1,1,NA,12,37,1,NA
3589,1,1,NA,2,3,3,88,1,NA
3590,2,NA,1,NA,NA,3,8,NA,NA
3591,2,NA,NA,2,NA,10,NA,1,NA
3592,NA,NA,1,1,2,15,NA,1,2
3593,NA,NA,2,2,NA,NA,NA,NA,2
3594,2,1,1,NA,NA,NA,19,1,2
3595,1,NA,1,2,3,2,65,NA,NA
3596,NA,1,1,1,NA,NA,43,1,2
3597,2,NA,NA,NA,2,NA,NA,NA,NA
3598,NA,NA,1,1,NA,NA,76,1,NA
3599,1,NA,1,NA,2,16,38,1,2
3600,NA,1,NA,1,NA,1,NA,NA,2
3601,1,1,NA,NA,NA,12,NA,NA,NA
3602,NA,2,NA,NA,NA,NA,37,2,NA
3603,2,1,NA,2,NA,NA,NA,1,NA
3604,2,1,1,NA,NA,5,77,1,NA
3605,1,NA,1,2,2,14,36,NA,NA
3606,2,2,1,NA,1,12,NA,NA,NA
3607,NA,1,NA,NA,1,NA,29,NA,2
3608,NA,1,1,NA,2,NA,20,1,2
3609,NA,NA,NA,NA,1,NA,34,1,2
3610,2,NA,1,NA,2,NA,81,1,NA
3611,2,1,1,NA,NA,4,36,NA,NA
3612,1,NA,1,2,3,2,NA,NA,NA
3613,1,NA,1,1,NA,8,14,NA,NA
3614,2,1,NA,NA,NA,8,24,1,2
3615,2,1,1,1,2,13,NA,1,2
3616,2,1,NA,2,NA,14,NA,1,NA
3617,2,1,NA,2,2,3,59,NA,NA
3618,1,NA,NA,1,2,NA,NA,NA,NA
3619,2,2,NA,2,1,NA,NA,1,NA
3620,NA,1,1,1,NA,11,NA,1,2
3621,NA,NA,NA,NA,NA,13,10,NA,NA
3622,NA,2,1,2,2,NA,56,1,2
3623,2,1,1,2,2,5,32,4,NA
3624,NA,1,NA,2,1,NA,64,NA,2
3625,1,NA,1,2,3,NA,26,NA,2
3626,NA,NA,NA,NA,NA,3,NA,1,NA
3627,NA,1,NA,NA,2,NA,NA,1,NA
3628,NA,NA,NA,2,2,5,NA,1,2
3629,NA,1,1,1,1,NA,NA,1,NA
3630,1,NA,NA,NA,NA,NA,16,4,NA
3631,2,NA,NA,1,3,13,NA,1,NA
3632,2,NA,NA,NA,2,11,71,NA,NA
3633,NA,1,NA,1,1,5,87,NA,2
3634,NA,1,NA,1,1,16,83,1,NA
3635,NA,NA,NA,2,NA,NA,11,1,NA
3636,2,NA,1,NA,1,NA,85,2,2
3637,2,NA,1,NA,1,15,56,NA,1
3638,2,1,1,1,1,13,71,1,NA
3639,2,1,NA,1,3,NA,82,3,NA
3640,1,1,NA,2,NA,10,NA,NA,NA
3641,2,1,1,1,3,16,76,1,NA
3642,2,2,NA,1,NA,NA,76,4,2
3643,NA,NA,1,NA,2,10,76,1,2
3644,2,NA,NA,NA,1,2,27,NA,NA
3645,NA,1,NA,1,3,13,74,NA,2
3646,NA,1,2,2,1,NA,NA,NA,NA
3647,2,NA,NA,NA,1,1,18,NA,NA
3648,2,NA,NA,1,2,3,NA,4,NA
3649,NA,1,NA,2,2,12,79,1,2
3650,2,NA,NA,NA,1,NA,NA,NA,NA
3651,NA,1,1,2,1,NA,38,NA,NA
3652,2,NA,NA,2,NA,1,23,1,2
3653,1,1,1,1,1,3,46,3,2
3654,NA,1,1,1,NA,2,NA,1,NA
3655,2,1,1,2,3,NA,13,2,2
3656,NA,NA,NA,NA,NA,NA,72,NA,2
3657,NA,NA,NA,NA,2,NA,4,NA,NA
3658,NA,NA,1,1,3,2,51,NA,NA
3659,NA,1,1,NA,1,15,NA,1,2
3660,1,1,1,NA,3,3,71,NA,2
3661,1,NA,1,2,2,7,NA,1,2
3662,2,NA,NA,NA,NA,NA,16,1,NA
3663,1,1,2,2,3,NA,NA,4,NA
3664,1,1,NA,2,2,NA,NA,NA,2
3665,NA,1,1,1,1,14,NA,NA,2
3666,NA,2,NA,NA,3,13,38,1,2
3667,1,1,1,1,NA,15,80,NA,2
3668,1,1,1,1,NA,13,76,NA,2
3669,2,NA,NA,2,3,10,63,1,NA
3670,2,1,1,NA,2,NA,NA,NA,2
3671,2,NA,NA,1,3,6,74,NA,NA
3672,2,NA,NA,NA,NA,13,65,1,2
3673,NA,NA,1,2,2,NA,13,NA,NA
3674,2,NA,NA,1,2,NA,85,NA,NA
3675,NA,1,1,NA,2,2,85,NA,2
3676,2,NA,1,NA,NA,14,5,1,NA
3677,2,NA,1,NA,2,NA,NA,NA,2
3678,1,1,1,2,2,12,38,1,2
3679,1,1,1,NA,2,1,19,NA,2
3680,NA,1,1,NA,2,12,1,NA,2
3681,2,1,NA,NA,NA,15,82,NA,2
3682,NA,1,1,NA,1,9,NA,1,2
3683,2,NA,NA,2,1,6,NA,3,2
3684,2,1,NA,2,NA,NA,61,1,2
3685,NA,1,1,NA,NA,8,NA,1,NA
3686,2,NA,1,1,3,11,NA,1,2
3687,2,1,NA,NA,NA,16,NA,3,2
3688,NA,1,1,2,2,NA,NA,NA,NA
3689,2,NA,NA,NA,1,10,NA,NA,NA
3690,2,NA,NA,1,3,7,15,NA,2
3691,1,1,NA,1,3,NA,38,1,NA
3692,2,NA,1,2,2,NA,79,1,2
3693,1,1,1,2,NA,13,85,3,2
3694,NA,1,NA,2,3,NA,58,1,NA
3695,1,NA,1,2,2,9,NA,1,2
3696,NA,1,1,1,1,11,21,1,2
3697,NA,1,NA,1,1,4,46,1,2
3698,NA,1,NA,NA,NA,9,12,NA,NA
3699,2,NA,NA,NA,1,15,79,NA,2
3700,1,1,1,2,NA,NA,88,NA,NA
3701,NA,1,1,NA,NA,NA,NA,NA,NA
3702,2,NA,1,1,NA,NA,34,NA,NA
3703,NA,NA,1,2,1,NA,NA,1,NA
3704,NA,NA,1,1,1,11,NA,2,2
3705,1,1,1,NA,2,NA,79,NA,2
3706,2,1,NA,2,2,4,NA,4,2
3707,NA,NA,NA,NA,2,NA,NA,NA,1
3708,NA,2,NA,NA,NA,NA,NA,NA,2
3709,1,NA,1,NA,2,NA,54,2,2
3710,2,1,NA,2,NA,NA,NA,NA,2
3711,1,1,NA,NA,NA,3,30,2,NA
3712,NA,NA,NA,1,3,16,NA,1,2
3713,NA,NA,1,NA,1,NA,NA,1,2
3714,NA,NA,1,NA,1,4,24,2,2
3715,1,2,1,NA,1,6,NA,3,NA
3716,NA,NA,1,NA,2,6,NA,1,2
3717,1,1,1,2,2,NA,7,1,2
3718,2,1,NA,NA,1,15,NA,3,2
3719,1,2,NA,2,1,2,39,2,NA
3720,NA,1,NA,NA,NA,11,18,2,NA
3721,1,NA,NA,1,NA,NA,77,1,2
3722,2,NA,NA,NA,1,NA,20,1,2
3723,1,1,NA,2,2,15,82,NA,2
3724,NA,1,NA,NA,NA,NA,7,1,2
3725,NA,2,NA,1,2,12,29,1,2
3726,NA,NA,NA,NA,NA,10,NA,NA,NA
3727,NA,1,NA,2,3,14,NA,NA,2
3728,2,NA,1,NA,2,NA,51,2,2
3729,2,1,NA,NA,NA,NA,34,3,NA
3730,2,1,1,NA,3,5,NA,NA,2
3731,NA,1,1,1,NA,5,37,1,2
3732,NA,2,1,2,2,NA,NA,4,2
3733,2,1,1,1,2,11,12,2,NA
3734,NA,1,1,1,NA,1,28,NA,2
3735,1,NA,1,NA,2,15,NA,1,NA
3736,1,NA,1,1,NA,7,NA,1,NA
3737,2,NA,NA,1,1,10,75,1,2
3738,2,NA,1,1,2,4,NA,NA,2
3739,2,1,1,2,NA,NA,NA,NA,NA
3740,NA,1,NA,NA,2,11,4,NA,NA
3741,2,NA,1,1,NA,12,NA,1,2
3742,NA,1,1,NA,NA,5,NA,1,2
3743,1,1,1,2,2,NA,50,NA,2
3744,NA,NA,1,1,NA,NA,NA,1,2
3745,2,1,NA,NA,NA,NA,NA,1,2
3746,2,1,1,2,NA,5,26,NA,NA
3747,1,1,1,1,1,5,90,1,2
3748,NA,1,1,2,NA,6,21,NA,2
3749,2,1,1,NA,NA,NA,NA,1,NA
3750,2,1,1,2,2,9,NA,NA,1
3751,1,NA,NA,NA,1,3,13,1,2
3752,2,NA,1,1,2,15,NA,1,2
3753,2,NA,1,1,NA,NA,NA,3,2
3754,NA,1,NA,NA,NA,3,NA,NA,2
3755,1,NA,1,NA,NA,NA,20,4,2
3756,2,1,NA,1,1,NA,29,1,NA
3757,2,1,1,1,2,NA,34,3,NA
3758,NA,NA,1,1,NA,13,NA,NA,NA
3759,2,1,2,1,3,NA,NA,NA,2
3760,NA,NA,1,NA,NA,NA,NA,NA,NA
3761,NA,1,NA,1,NA,7,NA,NA,2
3762,NA,1,1,2,NA,11,NA,1,2
3763,NA,NA,NA,NA,1,1,7,NA,NA
3764,NA,1,NA,NA,NA,5,NA,NA,2
3765,NA,1,NA,2,NA,9,NA,NA,2
3766,1,1,NA,NA,NA,NA,41,NA,NA
3767,2,NA,NA,1,3,14,20,1,2
3768,1,1,1,2,NA,NA,73,NA,2
3769,2,1,NA,2,NA,1,38,1,NA
3770,2,1,NA,NA,NA,10,NA,1,NA
3771,NA,NA,NA,1,2,3,56,NA,NA
3772,2,NA,1,1,2,1,NA,1,NA
3773,NA,1,1,NA,NA,11,8,1,2
3774,1,NA,1,NA,2,4,35,NA,2
3775,NA,1,1,2,1,15,NA,NA,1
3776,2,NA,2,2,2,15,9,NA,NA
3777,1,NA,NA,2,NA,NA,NA,1,NA
3778,NA,1,NA,NA,3,9,NA,2,2
3779,2,1,1,1,2,NA,24,1,NA
3780,1,1,2,1,NA,NA,35,3,NA
3781,1,NA,NA,2,2,9,NA,1,NA
3782,NA,1,1,1,2,NA,NA,2,NA
3783,1,NA,NA,NA,2,8,88,NA,NA
3784,NA,NA,NA,NA,NA,NA,33,NA,2
3785,NA,1,1,2,1,5,42,1,NA
3786,1,1,NA,NA,1,5,NA,1,2
3787,NA,NA,1,NA,1,12,NA,1,NA
3788,NA,NA,NA,NA,NA,NA,NA,3,2
3789,1,NA,1,1,1,NA,36,3,2
3790,1,1,NA,NA,1,14,78,NA,2
3791,NA,NA,1,NA,1,NA,55,1,2
3792,NA,1,1,2,2,NA,NA,1,NA
3793,2,NA,NA,2,3,NA,86,NA,NA
3794,NA,1,1,1,NA,13,6,3,1
3795,2,1,NA,2,NA,NA,NA,2,2
3796,NA,1,NA,NA,1,7,NA,2,2
3797,1,1,NA,1,NA,9,NA,1,2
3798,NA,1,NA,NA,3,NA,NA,1,2
3799,NA,1,NA,1,2,NA,61,2,2
3800,NA,1,NA,NA,1,6,NA,NA,NA
3801,NA,NA,NA,1,1,2,23,NA,2
3802,2,NA,1,2,NA,11,27,1,NA
3803,2,NA,1,1,2,11,14,4,2
3804,2,1,NA,2,NA,8,58,NA,2
3805,NA,1,NA,2,3,9,NA,1,NA
3806,2,1,1,NA,NA,6,NA,3,NA
3807,1,1,1,NA,2,NA,NA,1,NA
3808,2,1,NA,NA,3,NA,38,1,NA
3809,1,1,NA,NA,NA,6,27,1,2
3810,NA,1,NA,1,2,7,NA,NA,NA
3811,1,1,1,2,NA,3,13,NA,NA
3812,NA,1,1,1,1,NA,NA,1,2
3813,NA,NA,NA,1,1,15,57,1,2
3814,1,1,NA,NA,1,4,18,1,NA
3815,2,1,2,NA,NA,15,30,NA,NA
3816,1,1,NA,2,3,NA,76,NA,2
3817,1,2,NA,1,NA,3,NA,NA,NA
3818,NA,NA,1,NA,3,NA,NA,NA,2
3819,NA,1,NA,2,NA,1,8,1,2
3820,NA,1,1,1,3,NA,52,1,NA
3821,1,1,NA,2,NA,NA,NA,1,NA
3822,2,1,1,NA,NA,NA,NA,1,NA
3823,1,NA,NA,NA,NA,NA,NA,NA,2
3824,2,NA,NA,NA,1,4,83,NA,2
3825,NA,1,1,1,NA,NA,45,1,NA
3826,1,1,NA,1,NA,NA,7,2,NA
3827,NA,1,1,NA,1,NA,45,1,NA
3828,NA,NA,2,NA,2,10,64,1,2
3829,NA,NA,NA,1,NA,10,12,1,2
3830,NA,NA,1,NA,3,6,NA,NA,2
3831,NA,1,2,2,NA,NA,NA,NA,2
3832,1,1,1,1,3,1,NA,NA,2
3833,1,NA,1,2,1,NA,32,1,2
3834,2,NA,1,NA,NA,5,10,1,2
3835,1,NA,1,1,3,NA,31,NA,2
3836,2,2,2,NA,NA,NA,78,2,2
3837,2,1,NA,NA,2,NA,NA,NA,NA
3838,2,NA,NA,NA,2,NA,24,NA,NA
3839,NA,2,1,NA,2,13,38,1,NA
3840,NA,1,1,1,2,NA,NA,NA,2
3841,1,1,1,NA,NA,2,NA,NA,NA
3842,NA,NA,NA,1,3,8,NA,1,NA
3843,NA,NA,NA,1,NA,3,88,1,2
3844,2,1,NA,1,3,NA,14,1,NA
3845,1,1,NA,2,2,NA,34,1,2
3846,2,NA,1,NA,2,NA,3,1,2
3847,NA,1,1,1,2,14,NA,NA,2
3848,2,1,NA,NA,1,8,NA,NA,NA
3849,NA,1,1,NA,1,12,34,4,2
3850,NA,1,1,2,3,1,46,1,2
3851,NA,NA,NA,NA,2,NA,5,1,2
3852,NA,NA,1,2,3,12,NA,NA,NA
3853,NA,NA,1,1,1,1,85,1,2
3854,1,1,NA,1,NA,16,NA,NA,NA
3855,NA,1,1,NA,1,NA,15,1,2
3856,2,1,NA,1,3,12,88,1,2
3857,2,1,2,2,NA,5,NA,1,2
3858,2,2,NA,2,3,NA,56,NA,NA
3859,1,1,NA,NA,NA,2,NA,NA,2
3860,NA,1,NA,1,NA,12,65,1,2
3861,NA,1,1,2,NA,2,52,1,NA
3862,NA,1,1,1,3,9,2,1,NA
3863,NA,1,NA,1,1,11,56,NA,2
3864,NA,1,1,NA,2,NA,NA,NA,2
3865,2,1,1,1,1,1,15,NA,2
3866,NA,NA,2,NA,1,16,79,1,2
3867,NA,1,NA,NA,1,NA,NA,1,2
3868,NA,1,1,NA,NA,11,8,4,2
3869,NA,NA,1,NA,NA,NA,19,2,NA
3870,1,1,1,1,2,16,NA,4,2
3871,2,1,NA,1,NA,14,66,3,2
3872,2,1,NA,1,1,15,NA,1,NA
3873,2,NA,1,NA,1,NA,90,3,2
3874,2,NA,NA,NA,3,4,NA,NA,2
3875,1,1,1,1,1,8,NA,NA,NA
3876,2,NA,NA,NA,3,NA,NA,1,2
3877,NA,1,1,1,1,NA,NA,1,2
3878,NA,NA,NA,1,1,7,4,NA,2
3879,NA,1,NA,1,2,4,NA,1,NA
3880,1,NA,1,NA,2,5,53,3,2
3881,NA,1,1,2,2,NA,NA,2,2
3882,2,NA,1,1,2,3,52,NA,2
3883,1,2,NA,NA,3,NA,NA,NA,NA
3884,2,NA,NA,2,3,15,NA,NA,2
3885,NA,NA,1,2,NA,NA,NA,2,2
3886,1,NA,NA,1,2,NA,NA,2,NA
3887,NA,2,1,NA,1,14,16,2,2
3888,2,1,NA,2,NA,8,NA,2,NA
3889,NA,1,1,1,NA,4,77,1,NA
3890,NA,1,1,NA,2,NA,75,1,2
3891,2,1,2,NA,3,10,NA,NA,NA
3892,2,NA,2,1,2,NA,25,1,NA
3893,2,NA,NA,1,1,11,NA,1,2
3894,NA,1,1,2,2,NA,67,NA,2
3895,1,1,NA,1,NA,11,5,NA,NA
3896,2,1,NA,NA,3,NA,NA,NA,2
3897,1,NA,1,1,2,NA,39,NA,NA
3898,2,1,NA,2,NA,15,9,3,2
3899,NA,NA,1,2,NA,5,51,1,2
3900,NA,NA,1,2,3,NA,NA,NA,NA
3901,NA,1,NA,1,1,4,22,1,2
3902,NA,NA,1,NA,2,8,61,NA,NA
3903,2,1,1,2,1,5,NA,1,2
3904,NA,1,2,NA,2,NA,NA,NA,2
3905,2,NA,NA,NA,1,NA,30,4,NA
3906,1,2,NA,1,2,NA,40,1,1
3907,NA,NA,1,1,NA,NA,49,1,2
3908,1,1,NA,1,NA,NA,59,NA,NA
3909,NA,1,1,NA,NA,NA,88,NA,2
3910,2,NA,NA,2,NA,NA,27,1,2
3911,1,NA,NA,NA,3,NA,69,1,NA
3912,2,NA,1,NA,2,6,39,NA,2
3913,NA,NA,NA,1,NA,6,60,1,2
3914,NA,NA,1,1,2,NA,90,NA,2
3915,1,NA,NA,NA,3,16,77,NA,NA
3916,NA,1,NA,2,2,7,51,2,2
3917,NA,1,1,1,NA,10,10,NA,NA
3918,NA,1,1,NA,NA,NA,NA,3,2
3919,NA,NA,1,1,1,NA,NA,NA,2
3920,NA,NA,NA,NA,2,NA,NA,1,2
3921,2,NA,NA,1,NA,10,26,NA,2
3922,2,1,1,NA,2,NA,NA,NA,2
3923,2,1,NA,NA,NA,NA,NA,1,2
3924,NA,NA,1,NA,3,7,16,NA,NA
3925,1,NA,2,1,NA,6,NA,NA,2
