"id","cwb_1_sim","cwb_2_sim","cwb_3_sim","cwb_4_sim","res_1_sim","res_2_sim","dem_1_sim","dem_2_sim","dem_3_sim"
3381,NA,NA,1,1,3,NA,NA,NA,NA
3382,1,1,NA,1,1,5,1,NA,NA
3383,NA,1,NA,NA,1,15,50,1,2
3384,NA,NA,1,NA,NA,NA,61,3,2
3385,2,NA,NA,2,2,1,14,3,NA
3386,1,1,1,2,NA,11,NA,2,2
3387,1,1,NA,2,NA,NA,88,1,NA
3388,2,1,1,1,NA,NA,NA,NA,NA
3389,1,NA,1,1,NA,NA,55,3,2
3390,1,1,1,NA,NA,NA,73,1,2
3391,2,1,1,2,1,9,20,NA,NA
3392,1,2,1,NA,NA,NA,NA,2,2
3393,NA,1,1,2,2,8,13,3,2
3394,1,NA,1,NA,3,NA,NA,NA,2
3395,2,1,NA,1,NA,NA,69,NA,2
3396,NA,1,1,1,NA,12,NA,1,2
3397,2,1,NA,NA,2,11,NA,NA,NA
3398,1,1,1,2,3,NA,NA,1,2
3399,1,NA,1,2,3,12,57,1,2
3400,2,NA,1,NA,NA,NA,16,1,NA
3401,NA,NA,1,2,NA,NA,10,NA,NA
3402,NA,NA,NA,2,3,1,79,1,NA
3403,NA,NA,1,1,2,NA,NA,1,2
3404,2,1,1,1,2,NA,NA,NA,NA
3405,NA,1,1,NA,1,NA,NA,1,2
3406,1,1,2,1,NA,NA,19,3,NA
3407,NA,NA,1,2,2,6,67,1,NA
3408,2,1,1,2,NA,12,NA,1,NA
3409,NA,1,1,1,2,13,NA,1,2
3410,NA,NA,1,NA,1,2,NA,1,NA
3411,2,1,NA,1,NA,NA,75,NA,NA
3412,2,1,NA,1,3,8,78,NA,NA
3413,2,NA,1,1,2,NA,49,1,NA
3414,2,1,NA,NA,1,11,15,NA,2
3415,NA,NA,1,NA,2,NA,3,1,2
3416,NA,1,NA,1,2,2,18,NA,NA
3417,NA,2,NA,1,NA,NA,29,1,NA
3418,2,2,1,NA,NA,NA,NA,3,2
3419,NA,NA,1,1,NA,1,55,2,2
3420,1,1,1,NA,2,NA,NA,1,NA
3421,NA,NA,NA,NA,2,10,NA,NA,2
3422,2,NA,1,2,2,3,NA,1,NA
3423,NA,1,NA,1,2,15,NA,4,2
3424,NA,NA,NA,1,2,3,NA,1,NA
3425,2,NA,1,2,NA,NA,NA,1,2
3426,2,1,1,NA,2,10,NA,NA,NA
3427,NA,1,NA,2,3,15,27,1,2
3428,NA,1,1,NA,1,NA,NA,NA,2
3429,NA,NA,NA,1,3,11,NA,1,2
3430,NA,1,1,2,3,NA,61,3,2
3431,NA,1,1,NA,3,NA,55,3,2
3432,1,1,NA,NA,2,NA,53,1,2
3433,2,2,NA,2,NA,NA,86,1,NA
3434,2,1,1,1,NA,8,NA,NA,2
3435,2,NA,NA,2,NA,10,61,4,NA
3436,NA,NA,1,1,1,NA,54,1,2
3437,1,2,1,1,3,11,54,1,NA
3438,NA,1,1,2,1,9,22,NA,NA
3439,NA,NA,NA,1,3,14,14,NA,NA
3440,2,1,NA,2,2,NA,55,1,2
3441,2,1,1,NA,2,15,NA,NA,NA
3442,2,1,1,2,NA,NA,1,1,NA
3443,2,2,1,2,3,NA,NA,NA,2
3444,NA,1,1,NA,1,12,NA,NA,NA
3445,2,1,NA,2,2,11,33,2,NA
3446,NA,NA,1,1,NA,NA,16,NA,NA
3447,1,1,1,2,1,NA,40,1,2
3448,1,1,1,2,NA,NA,NA,1,NA
3449,1,1,NA,NA,2,6,42,1,NA
3450,NA,2,1,NA,2,4,22,2,1
3451,NA,1,NA,1,NA,NA,20,2,NA
3452,NA,1,NA,1,NA,11,NA,NA,2
3453,NA,NA,1,2,1,2,88,1,2
3454,2,1,NA,2,NA,13,65,1,NA
3455,NA,1,1,1,1,NA,75,NA,2
3456,1,1,1,2,NA,NA,85,NA,2
3457,1,1,NA,NA,NA,NA,NA,NA,2
3458,NA,1,NA,NA,2,NA,90,1,NA
3459,1,1,1,2,2,7,65,NA,2
3460,1,1,NA,2,NA,NA,NA,1,2
3461,2,2,1,NA,NA,9,9,NA,2
3462,NA,NA,NA,2,NA,10,53,3,NA
3463,NA,NA,1,1,2,2,NA,1,2
3464,NA,1,NA,2,2,6,77,2,NA
3465,1,NA,NA,1,NA,13,NA,4,2
3466,2,2,1,NA,3,NA,54,NA,2
3467,1,NA,1,NA,2,NA,11,1,2
3468,2,NA,1,NA,1,14,NA,NA,2
3469,NA,2,NA,NA,1,NA,NA,1,2
3470,NA,1,2,1,NA,NA,7,2,NA
3471,NA,1,1,NA,1,NA,6,NA,2
3472,NA,1,NA,2,NA,15,2,1,2
3473,2,NA,2,2,2,4,75,1,NA
3474,2,1,NA,1,2,8,NA,3,2
3475,2,NA,1,2,2,12,NA,1,2
3476,NA,1,1,1,2,6,88,1,NA
3477,2,NA,1,2,2,NA,42,1,2
3478,NA,NA,NA,2,NA,7,36,4,1
3479,1,1,NA,1,NA,NA,NA,NA,2
3480,2,1,NA,NA,2,12,78,1,2
3481,2,NA,NA,NA,NA,NA,NA,1,2
3482,NA,1,1,1,NA,NA,48,3,2
3483,1,NA,1,2,3,NA,NA,4,2
3484,NA,NA,NA,NA,2,14,41,1,NA
3485,NA,1,1,1,1,13,64,NA,NA
3486,2,NA,1,2,NA,NA,30,1,NA
3487,2,1,1,NA,NA,NA,NA,1,2
3488,NA,1,1,NA,NA,8,NA,1,2
3489,2,1,2,NA,NA,NA,NA,1,2
3490,NA,1,1,1,NA,7,63,3,NA
3491,2,NA,NA,1,2,8,NA,NA,NA
3492,2,NA,NA,1,1,NA,20,1,2
3493,NA,NA,NA,1,2,NA,10,NA,1
3494,2,NA,1,NA,2,NA,48,NA,1
3495,NA,1,1,NA,1,15,8,NA,NA
3496,1,NA,NA,2,2,3,75,NA,NA
3497,2,NA,1,NA,3,1,17,3,2
3498,NA,1,NA,NA,2,NA,43,NA,2
3499,2,2,1,1,2,1,14,NA,2
3500,NA,1,1,1,3,7,11,NA,2
3501,1,NA,1,2,NA,13,38,1,2
3502,2,NA,1,1,2,6,NA,1,2
3503,2,NA,1,1,2,4,49,NA,2
3504,2,1,1,1,1,13,NA,1,2
3505,2,1,NA,2,3,12,NA,NA,2
3506,1,NA,1,NA,1,NA,56,NA,2
3507,1,1,1,NA,2,16,NA,3,2
3508,NA,1,1,2,3,15,89,1,1
3509,1,1,1,1,NA,11,NA,1,NA
3510,1,1,1,NA,NA,14,71,NA,NA
3511,2,NA,1,1,NA,5,13,1,NA
3512,2,NA,NA,2,1,2,11,3,NA
3513,2,1,1,NA,1,16,NA,1,NA
3514,1,1,1,NA,1,14,76,NA,2
3515,NA,1,NA,2,2,NA,NA,NA,NA
3516,NA,1,NA,NA,2,NA,NA,1,NA
3517,1,2,NA,1,NA,NA,75,1,2
3518,NA,1,1,1,NA,12,35,NA,NA
3519,NA,1,1,NA,NA,14,NA,1,NA
3520,1,1,1,2,NA,NA,68,3,NA
3521,1,1,1,1,NA,14,56,NA,NA
3522,1,NA,1,NA,2,16,34,1,2
3523,NA,1,NA,1,2,NA,NA,3,NA
3524,2,2,1,1,NA,5,83,NA,NA
3525,NA,1,2,NA,2,NA,NA,1,2
3526,1,1,NA,1,NA,7,NA,3,NA
3527,NA,1,NA,NA,2,9,NA,NA,2
3528,1,1,NA,2,2,1,2,1,2
3529,NA,1,1,NA,3,4,20,NA,2
3530,1,1,NA,1,NA,NA,52,NA,NA
3531,2,1,1,2,NA,11,25,1,2
3532,NA,1,1,1,2,NA,44,1,NA
3533,NA,NA,NA,2,NA,4,45,NA,NA
3534,1,1,NA,NA,2,NA,43,1,2
3535,1,NA,1,2,2,4,NA,1,2
3536,1,1,1,NA,3,12,NA,NA,2
3537,2,1,1,NA,NA,3,33,2,2
3538,NA,1,1,NA,1,11,NA,NA,NA
3539,2,NA,1,2,2,11,7,1,2
3540,1,NA,1,1,2,NA,NA,1,2
3541,NA,2,NA,NA,NA,7,31,NA,NA
3542,NA,NA,NA,NA,NA,7,27,3,NA
3543,2,2,1,NA,2,NA,33,NA,2
3544,NA,1,1,NA,NA,7,63,2,2
3545,NA,1,1,NA,NA,7,39,NA,2
3546,NA,1,NA,1,NA,NA,71,NA,NA
3547,1,NA,NA,1,2,7,NA,1,2
3548,NA,1,NA,2,2,NA,13,NA,2
3549,1,NA,1,1,NA,14,NA,1,2
3550,1,1,NA,1,2,NA,NA,NA,NA
3551,2,1,NA,1,NA,NA,35,1,NA
3552,1,1,NA,2,NA,3,87,1,NA
3553,NA,NA,1,2,3,2,55,NA,2
3554,2,NA,1,1,3,NA,NA,NA,2
3555,NA,NA,1,1,NA,6,NA,NA,NA
3556,2,1,1,NA,2,16,NA,3,1
3557,NA,1,1,NA,2,NA,NA,NA,2
3558,NA,1,NA,1,NA,11,84,4,2
3559,NA,2,1,NA,1,8,49,1,2
3560,NA,NA,2,1,NA,4,51,NA,2
3561,NA,NA,1,NA,1,NA,NA,NA,2
3562,NA,NA,NA,NA,2,12,NA,3,1
3563,NA,NA,1,NA,NA,8,2,1,NA
3564,1,NA,1,1,1,6,43,1,2
3565,1,1,1,1,NA,16,NA,NA,2
3566,1,1,NA,1,2,1,65,1,2
3567,2,1,1,1,2,NA,9,NA,2
3568,NA,NA,1,2,NA,1,NA,NA,NA
3569,NA,NA,1,NA,NA,8,3,NA,2
3570,NA,NA,NA,2,3,5,89,1,NA
3571,NA,NA,1,NA,2,8,NA,NA,2
3572,2,1,1,1,NA,16,22,3,2
3573,NA,NA,NA,NA,2,11,NA,NA,2
3574,NA,1,1,1,2,NA,NA,2,2
3575,1,NA,1,NA,1,6,44,NA,2
3576,2,NA,1,1,3,14,NA,NA,2
3577,1,1,1,2,2,15,27,3,2
3578,1,NA,1,1,NA,NA,NA,NA,NA
3579,NA,1,NA,1,1,3,NA,NA,2
3580,1,1,1,1,2,8,31,3,NA
3581,NA,2,NA,2,3,1,9,NA,NA
3582,1,NA,1,NA,2,7,NA,1,2
3583,2,NA,2,2,2,16,12,NA,NA
3584,2,1,1,NA,2,15,84,1,NA
3585,2,NA,1,NA,3,9,90,NA,2
3586,NA,1,1,2,NA,15,86,1,NA
3587,2,1,1,NA,NA,NA,NA,1,2
3588,1,NA,1,NA,3,NA,NA,1,2
3589,1,NA,1,2,NA,3,88,1,2
3590,2,1,1,NA,2,NA,NA,1,2
3591,2,1,NA,2,NA,NA,NA,NA,2
3592,1,1,NA,NA,2,15,5,NA,2
3593,NA,1,NA,NA,2,8,NA,NA,NA
3594,2,1,1,2,NA,4,NA,NA,2
3595,1,NA,NA,2,3,2,65,1,2
3596,NA,NA,NA,1,1,5,NA,1,2
3597,NA,1,NA,NA,NA,NA,NA,1,NA
3598,2,NA,NA,NA,2,11,NA,NA,2
3599,1,1,NA,2,NA,NA,38,1,2
3600,2,NA,1,NA,3,NA,NA,NA,2
3601,NA,1,1,2,NA,NA,NA,NA,2
3602,NA,NA,NA,2,2,NA,NA,2,2
3603,NA,NA,1,NA,2,2,NA,1,NA
3604,NA,NA,1,2,1,NA,77,1,2
3605,NA,1,1,NA,2,14,36,1,2
3606,2,2,1,1,NA,12,0,NA,NA
3607,2,NA,NA,1,NA,NA,29,NA,NA
3608,2,1,NA,2,NA,9,20,NA,1
3609,NA,NA,NA,NA,NA,NA,34,NA,2
3610,2,1,NA,2,NA,16,81,NA,2
3611,2,NA,1,2,2,NA,36,1,2
3612,1,1,NA,NA,3,2,76,1,NA
3613,1,1,1,NA,3,NA,14,3,2
3614,2,1,1,2,NA,NA,24,1,2
3615,NA,1,1,1,2,13,31,1,NA
3616,2,1,1,2,NA,NA,NA,1,NA
3617,2,1,1,NA,NA,3,59,4,NA
3618,1,1,NA,NA,NA,16,69,NA,NA
3619,NA,2,1,NA,NA,1,81,NA,NA
3620,NA,NA,1,1,1,11,NA,1,NA
3621,NA,NA,1,NA,NA,NA,10,1,2
3622,2,NA,NA,2,2,4,NA,1,2
3623,NA,1,NA,2,2,5,32,4,2
3624,2,NA,1,NA,NA,7,NA,NA,2
3625,NA,1,1,NA,3,8,NA,1,NA
3626,2,NA,NA,NA,1,NA,NA,1,NA
3627,2,NA,NA,2,NA,NA,NA,1,NA
3628,NA,1,NA,2,NA,5,22,1,NA
3629,NA,NA,1,1,1,15,NA,NA,NA
3630,NA,1,NA,2,NA,NA,NA,NA,2
3631,2,1,1,NA,NA,13,27,NA,NA
3632,2,1,NA,1,2,NA,71,1,NA
3633,NA,NA,1,1,NA,5,87,1,2
3634,1,NA,1,1,NA,16,83,1,2
3635,NA,NA,NA,NA,1,4,NA,NA,2
3636,2,1,NA,2,1,NA,85,NA,2
3637,2,NA,1,NA,1,NA,56,1,2
3638,NA,1,NA,1,1,13,71,1,2
3639,NA,1,1,1,NA,13,NA,3,2
3640,1,NA,1,2,NA,10,NA,2,NA
3641,NA,NA,1,1,3,16,76,1,2
3642,2,2,1,1,NA,4,NA,NA,2
3643,2,NA,NA,1,2,NA,76,1,2
3644,2,NA,NA,2,NA,NA,27,1,NA
3645,1,NA,1,1,NA,13,74,2,NA
3646,2,NA,NA,2,1,11,75,NA,NA
3647,NA,1,2,NA,NA,NA,18,1,2
3648,2,1,NA,NA,NA,3,17,4,NA
3649,1,1,NA,2,NA,12,79,1,2
3650,2,1,NA,NA,NA,11,NA,1,NA
3651,NA,NA,NA,2,1,11,38,NA,2
3652,NA,NA,1,NA,NA,1,NA,1,2
3653,1,1,1,1,1,3,46,3,2
3654,1,NA,NA,1,2,NA,65,1,NA
3655,NA,1,NA,2,3,16,13,NA,2
3656,NA,1,NA,NA,NA,12,NA,NA,2
3657,1,NA,1,NA,NA,NA,4,NA,2
3658,2,1,NA,NA,3,2,51,1,2
3659,2,NA,1,2,1,NA,21,1,NA
3660,NA,1,1,2,3,NA,71,3,NA
3661,NA,1,NA,NA,2,7,46,1,NA
3662,2,NA,NA,1,NA,NA,NA,NA,2
3663,NA,1,2,2,3,15,NA,NA,NA
3664,NA,1,1,NA,2,3,NA,1,NA
3665,NA,1,NA,1,1,14,63,1,NA
3666,NA,NA,1,NA,NA,13,38,1,2
3667,1,NA,1,1,2,15,NA,1,NA
3668,NA,1,1,1,2,13,NA,1,2
3669,2,NA,NA,2,NA,10,63,1,2
3670,2,1,1,2,2,NA,18,NA,2
3671,2,1,1,NA,NA,6,74,1,2
3672,2,1,1,NA,NA,13,NA,1,2
3673,NA,2,NA,NA,2,15,NA,1,NA
3674,NA,1,NA,NA,2,9,NA,1,2
3675,1,1,NA,2,NA,NA,85,1,NA
3676,NA,NA,NA,NA,1,NA,NA,1,2
3677,2,2,NA,2,NA,1,NA,1,NA
3678,NA,1,1,2,2,12,38,1,2
3679,NA,NA,1,1,NA,1,19,2,NA
3680,2,1,NA,2,2,NA,1,1,NA
3681,NA,1,1,NA,NA,15,NA,1,2
3682,NA,1,NA,1,1,NA,49,1,NA
3683,2,1,NA,NA,1,6,1,NA,2
3684,NA,1,1,NA,3,4,NA,NA,2
3685,NA,NA,NA,1,2,NA,27,NA,2
3686,2,1,1,NA,3,11,78,1,NA
3687,NA,NA,1,1,NA,NA,33,NA,2
3688,2,1,NA,2,2,2,NA,1,NA
3689,NA,1,NA,NA,NA,NA,31,NA,2
3690,2,1,1,NA,NA,7,15,1,NA
3691,1,1,1,1,NA,11,NA,1,2
3692,2,1,1,NA,2,8,NA,1,2
3693,NA,1,1,2,2,NA,85,3,2
3694,2,NA,NA,2,NA,10,NA,1,2
3695,1,NA,1,NA,2,9,49,NA,NA
3696,NA,1,NA,1,1,11,21,1,2
3697,NA,1,NA,NA,1,4,46,1,2
3698,NA,NA,1,NA,NA,NA,12,2,NA
3699,2,1,1,NA,NA,NA,79,4,2
3700,NA,NA,1,2,2,NA,88,NA,NA
3701,1,NA,NA,1,2,NA,NA,NA,NA
3702,2,NA,1,NA,2,7,NA,NA,2
3703,2,1,NA,NA,1,9,NA,1,NA
3704,1,NA,NA,NA,1,11,65,2,NA
3705,NA,1,1,2,2,NA,NA,1,2
3706,2,1,1,NA,2,4,77,NA,NA
3707,NA,NA,NA,NA,NA,5,62,NA,NA
3708,NA,2,NA,NA,2,NA,NA,NA,NA
3709,1,NA,NA,1,2,NA,54,NA,2
3710,NA,NA,1,NA,2,NA,37,NA,NA
3711,1,1,1,2,NA,NA,30,2,2
3712,2,1,NA,NA,NA,16,86,NA,2
3713,2,1,NA,NA,NA,2,48,NA,2
3714,2,NA,NA,2,NA,NA,24,2,2
3715,1,2,1,1,1,NA,68,3,NA
3716,NA,NA,1,NA,2,NA,6,NA,1
3717,1,NA,1,2,2,13,NA,1,2
3718,NA,NA,1,NA,NA,15,38,NA,2
3719,1,NA,1,2,NA,2,39,2,2
3720,NA,1,NA,2,NA,NA,18,2,2
3721,1,NA,1,NA,NA,11,NA,1,2
3722,NA,NA,NA,2,NA,8,NA,NA,1
3723,NA,1,1,2,NA,15,82,1,NA
3724,1,1,NA,1,NA,6,NA,NA,2
3725,2,NA,NA,1,NA,12,29,1,2
3726,NA,NA,1,NA,NA,NA,NA,1,NA
3727,NA,NA,NA,NA,3,14,27,2,NA
3728,2,1,1,NA,2,NA,51,NA,2
3729,NA,1,1,2,NA,NA,NA,3,2
3730,NA,NA,1,2,3,NA,64,NA,NA
3731,1,NA,1,1,3,5,NA,1,2
3732,2,2,NA,2,2,1,54,NA,2
3733,2,1,1,1,2,11,12,2,1
3734,2,NA,1,1,1,1,NA,1,2
3735,1,NA,1,NA,NA,15,75,1,NA
3736,1,1,NA,NA,3,7,NA,1,2
3737,2,1,1,NA,NA,10,75,1,2
3738,2,NA,NA,1,2,4,35,1,NA
3739,2,1,1,2,2,NA,NA,NA,NA
3740,NA,NA,1,NA,2,NA,4,1,NA
3741,NA,2,NA,1,2,NA,49,NA,2
3742,2,NA,NA,1,1,NA,86,1,NA
3743,1,NA,1,2,2,5,50,NA,2
3744,1,NA,NA,NA,3,NA,73,NA,2
3745,NA,1,1,NA,2,NA,81,NA,2
3746,NA,NA,1,2,2,5,NA,1,NA
3747,1,1,1,1,1,5,90,1,2
3748,2,NA,1,2,2,6,NA,NA,NA
3749,2,1,1,2,NA,3,NA,NA,NA
3750,2,1,1,2,2,9,20,1,NA
3751,NA,1,NA,1,NA,NA,13,1,2
3752,2,1,1,NA,2,15,1,NA,1
3753,NA,1,1,NA,2,6,NA,NA,NA
3754,2,1,NA,NA,2,NA,79,1,NA
3755,1,1,1,NA,2,NA,NA,4,2
3756,2,1,2,1,NA,9,29,NA,2
3757,2,NA,1,1,2,15,34,NA,2
3758,NA,NA,NA,1,2,13,NA,1,NA
3759,2,1,2,1,3,14,NA,3,NA
3760,NA,NA,NA,NA,2,NA,NA,NA,NA
3761,2,NA,1,1,NA,7,NA,NA,NA
3762,1,NA,NA,2,1,NA,89,NA,NA
3763,2,NA,NA,NA,NA,NA,7,4,NA
3764,1,1,NA,2,NA,NA,24,1,NA
3765,NA,1,NA,NA,NA,NA,28,1,NA
3766,1,1,1,2,NA,NA,NA,NA,2
3767,2,NA,1,NA,NA,14,20,1,2
3768,NA,1,1,2,3,8,NA,NA,2
3769,NA,1,1,2,NA,1,NA,1,2
3770,2,NA,1,NA,NA,NA,NA,NA,2
3771,NA,NA,NA,NA,NA,3,56,1,2
3772,2,1,NA,NA,2,1,62,1,NA
3773,1,1,NA,1,2,NA,NA,1,2
3774,1,1,NA,1,NA,4,35,1,2
3775,NA,NA,1,2,1,15,64,1,NA
3776,2,1,NA,NA,2,15,9,1,2
3777,1,1,1,NA,NA,NA,NA,1,NA
3778,1,1,NA,1,NA,NA,71,NA,2
3779,2,1,1,1,2,4,NA,1,2
3780,1,NA,2,1,2,14,NA,NA,2
3781,1,NA,1,NA,2,9,29,NA,2
3782,2,1,NA,1,2,3,57,NA,NA
3783,1,1,NA,NA,NA,8,88,1,NA
3784,2,1,NA,NA,1,NA,33,NA,NA
3785,1,1,NA,2,1,5,42,1,2
3786,NA,NA,1,NA,NA,5,50,1,NA
3787,2,NA,NA,1,1,NA,60,1,NA
3788,1,NA,NA,NA,NA,NA,NA,NA,2
3789,1,NA,NA,1,1,12,NA,NA,1
3790,1,1,1,2,NA,NA,78,1,2
3791,2,1,NA,NA,1,NA,55,NA,2
3792,NA,NA,1,2,2,12,54,NA,NA
3793,NA,1,NA,2,NA,14,NA,NA,2
3794,2,NA,NA,1,2,13,NA,3,2
3795,2,1,1,2,NA,NA,39,NA,2
3796,1,NA,NA,NA,1,NA,56,NA,2
3797,1,1,1,1,NA,9,NA,1,NA
3798,2,NA,1,NA,3,NA,71,NA,NA
3799,1,NA,1,1,NA,12,61,NA,2
3800,2,NA,1,NA,NA,NA,20,2,NA
3801,1,NA,1,NA,1,2,23,1,2
3802,2,1,1,NA,2,NA,27,1,2
3803,NA,1,NA,NA,2,11,14,4,2
3804,2,1,1,NA,1,NA,NA,1,2
3805,NA,NA,NA,2,NA,9,59,NA,1
3806,NA,1,1,1,NA,NA,78,NA,NA
3807,NA,1,1,2,NA,NA,28,NA,2
3808,NA,1,2,NA,3,NA,NA,NA,2
3809,NA,NA,1,1,NA,NA,27,1,2
3810,NA,NA,1,1,NA,7,35,NA,2
3811,1,NA,1,2,3,NA,13,1,1
3812,1,NA,1,1,1,5,NA,1,NA
3813,2,1,NA,NA,1,15,57,1,2
3814,1,NA,1,1,NA,NA,18,1,1
3815,2,1,2,2,2,NA,NA,1,2
3816,1,1,1,NA,NA,12,76,NA,NA
3817,1,2,1,NA,2,NA,NA,NA,2
3818,NA,1,NA,NA,3,NA,NA,NA,NA
3819,NA,1,NA,NA,NA,1,NA,1,2
3820,2,NA,1,1,3,5,NA,NA,2
3821,1,1,1,2,NA,3,NA,1,NA
3822,2,1,1,2,NA,15,NA,NA,NA
3823,1,1,1,NA,NA,NA,NA,NA,NA
3824,NA,NA,1,NA,NA,NA,83,1,NA
3825,NA,1,NA,1,3,5,NA,1,2
3826,1,1,1,1,NA,NA,7,NA,2
3827,2,NA,1,2,1,NA,45,NA,2
3828,NA,1,NA,2,NA,10,64,1,2
3829,NA,1,NA,1,NA,NA,12,NA,2
3830,NA,NA,1,NA,3,NA,17,1,NA
3831,1,NA,NA,2,2,NA,NA,NA,NA
3832,NA,NA,1,1,3,1,16,1,NA
3833,NA,1,NA,2,1,10,32,NA,2
3834,2,NA,1,1,1,NA,NA,1,2
3835,NA,NA,1,NA,3,13,31,NA,NA
3836,2,NA,2,1,2,NA,NA,NA,2
3837,2,NA,1,1,NA,NA,NA,3,NA
3838,NA,1,NA,NA,NA,NA,24,NA,2
3839,NA,NA,1,2,2,NA,38,1,2
3840,2,NA,NA,1,2,2,NA,1,NA
3841,1,1,1,2,1,NA,58,1,2
3842,1,NA,1,NA,NA,8,51,1,NA
3843,1,1,NA,NA,2,NA,88,1,2
3844,NA,NA,1,1,NA,14,14,NA,2
3845,1,1,1,2,NA,16,NA,1,2
3846,NA,1,1,NA,2,NA,3,NA,NA
3847,1,1,NA,1,2,14,84,1,NA
3848,NA,1,1,NA,1,NA,62,1,NA
3849,2,NA,NA,1,1,NA,34,4,2
3850,1,NA,1,2,3,1,46,1,2
3851,2,NA,2,NA,2,NA,NA,1,2
3852,2,NA,NA,NA,3,12,11,1,NA
3853,NA,NA,NA,NA,1,1,85,1,2
3854,NA,1,1,NA,1,NA,90,1,NA
3855,NA,1,NA,1,NA,5,NA,NA,2
3856,2,1,1,NA,3,12,88,1,2
3857,2,1,2,2,2,5,NA,NA,NA
3858,2,2,1,2,NA,10,NA,NA,2
3859,NA,1,1,NA,3,NA,NA,3,NA
3860,1,NA,NA,1,NA,12,NA,1,NA
3861,1,1,NA,2,NA,2,NA,1,2
3862,NA,NA,1,1,3,9,2,1,2
3863,2,NA,1,NA,1,11,56,4,1
3864,NA,NA,NA,2,NA,5,75,NA,2
3865,NA,1,1,1,1,1,15,1,2
3866,1,1,NA,NA,NA,16,79,1,2
3867,2,NA,NA,NA,NA,14,83,NA,NA
3868,NA,NA,NA,2,NA,NA,NA,4,2
3869,NA,NA,NA,NA,2,NA,NA,NA,2
3870,1,1,1,1,2,16,85,4,NA
3871,2,1,1,1,NA,14,NA,3,2
3872,NA,1,1,1,NA,15,62,1,NA
3873,2,1,1,NA,1,NA,90,NA,2
3874,2,NA,1,NA,NA,4,20,NA,2
3875,1,1,1,1,1,8,79,1,NA
3876,NA,NA,1,NA,NA,NA,42,NA,NA
3877,2,NA,1,1,1,13,NA,1,NA
3878,NA,1,NA,NA,1,7,4,1,NA
3879,2,1,NA,1,NA,4,44,1,NA
3880,1,1,1,NA,NA,NA,53,3,2
3881,2,1,NA,2,NA,NA,83,NA,NA
3882,NA,NA,1,NA,2,3,52,1,NA
3883,1,NA,1,1,NA,NA,NA,2,NA
3884,2,1,NA,NA,NA,15,76,NA,NA
3885,NA,1,NA,NA,2,13,NA,NA,NA
3886,1,1,1,NA,NA,9,22,2,NA
3887,NA,NA,NA,2,NA,NA,16,2,2
3888,2,1,1,2,NA,8,NA,2,NA
3889,2,NA,1,1,1,4,NA,1,2
3890,NA,NA,1,1,2,NA,NA,NA,2
3891,2,NA,2,2,3,NA,43,4,NA
3892,NA,1,2,NA,2,1,NA,1,2
3893,NA,1,NA,1,NA,11,65,1,NA
3894,NA,NA,NA,2,2,16,NA,4,NA
3895,NA,1,1,NA,1,NA,NA,1,NA
3896,NA,1,1,1,NA,NA,88,NA,NA
3897,NA,1,NA,1,2,15,NA,1,NA
3898,2,NA,1,2,NA,15,NA,3,2
3899,1,NA,NA,2,1,NA,51,1,2
3900,2,1,NA,2,3,9,NA,1,NA
3901,1,1,NA,NA,1,4,22,1,2
3902,2,1,NA,NA,2,NA,61,1,NA
3903,2,1,1,2,1,5,47,1,2
3904,1,NA,NA,1,2,NA,NA,1,2
3905,2,1,NA,1,NA,1,30,NA,NA
3906,1,2,1,1,NA,14,NA,NA,1
3907,NA,1,NA,1,1,4,NA,1,2
3908,1,NA,1,NA,NA,NA,NA,4,2
3909,2,1,NA,1,NA,10,NA,NA,NA
3910,NA,1,1,NA,NA,3,NA,1,2
3911,1,1,NA,2,NA,NA,NA,1,2
3912,NA,2,NA,1,NA,6,NA,1,2
3913,NA,NA,NA,NA,NA,NA,60,1,2
3914,2,NA,1,NA,2,13,90,NA,2
3915,1,1,NA,NA,NA,NA,77,1,2
3916,2,NA,NA,2,NA,7,51,2,2
3917,1,NA,NA,1,1,10,NA,1,2
3918,NA,NA,NA,2,NA,12,NA,NA,NA
3919,2,1,NA,NA,1,8,NA,1,NA
3920,NA,1,NA,NA,NA,NA,NA,NA,2
3921,2,2,NA,NA,NA,10,NA,1,NA
3922,NA,1,1,1,NA,9,29,NA,NA
3923,NA,NA,1,2,NA,13,NA,NA,NA
3924,NA,NA,NA,NA,3,NA,16,3,2
3925,NA,NA,NA,1,2,6,NA,NA,NA
3926,1,NA,NA,2,3,7,30,2,NA
3927,1,NA,1,NA,2,NA,64,1,2
3928,NA,1,1,1,1,NA,13,1,NA
3929,2,1,1,2,1,16,38,1,1
3930,NA,NA,NA,1,NA,8,67,NA,2
3931,NA,1,1,NA,2,NA,24,1,NA
3932,NA,1,1,1,NA,NA,NA,NA,2
3933,NA,NA,NA,NA,2,NA,49,NA,NA
3934,1,NA,NA,2,2,5,18,1,2
3935,NA,NA,NA,1,2,4,82,1,2
3936,1,1,1,1,NA,16,19,1,NA
3937,NA,1,1,NA,3,NA,NA,1,NA
3938,2,1,1,NA,3,NA,71,1,2
3939,NA,NA,NA,2,NA,15,74,4,NA
3940,2,NA,1,1,1,NA,NA,3,2
3941,1,NA,NA,1,NA,NA,66,NA,2
3942,NA,2,NA,2,2,3,18,1,2
3943,2,NA,1,1,3,4,NA,NA,2
3944,NA,NA,1,2,NA,NA,11,NA,2
